PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Unit Price,Quantity,Discount Pct,Discount Amount,Tax Pct,Tax Amount,Line Total Gross,Line Net,Line Total Inc Tax,Currency,Budget Unit Price,Budget Total,Savings Amount,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-00050,09/11/2022,2022,Q4,November,Emergency,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-76104,ERP License,IT Software,ERP License,EA,42429.73,24,0,0,20,203662.7,1018313.52,1018313.52,1221976.22,USD,50488.11,1211714.64,193401.12,16,19/12/2022,07/01/2023,19,No,59,Facilities,CC-009,Isla White,Priya Sharma,CON-7730,Spot,04/12/2021,09/07/2024,Overdue,Paid,3-Way Match,No,No,No,International,44.8
PO-00051,05/11/2024,2024,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,4312.74,90,5,19407.33,5,18436.96,388146.6,368739.27,387176.23,GBP,4512.95,406165.5,37426.23,9.2,24/11/2024,22/11/2024,-2,Yes,17,Operations,CC-003,Maya Hall,Lisa Chen,CON-1430,Spot,22/10/2024,21/10/2025,Pending,On Hold,3-Way Match,No,No,No,International,52
PO-00052,31/03/2024,2024,Q1,March,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-13249,Laptop,IT Hardware,Laptop,EA,2068.39,56,0,0,5,5791.49,115829.84,115829.84,121621.33,GBP,2271.93,127228.08,11398.24,9,21/05/2024,15/06/2024,25,No,76,Sales,CC-010,Jack Harris,Sarah Mitchell,CON-3549,Master Supply,20/05/2023,05/01/2024,Pending,Overdue,2-Way Match,No,No,No,Local,67.8
PO-00053,14/07/2023,2023,Q3,July,Standard,Cancelled,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,629.91,73,0,0,20,9196.69,45983.43,45983.43,55180.12,EUR,713.01,52049.73,6066.3,11.7,21/07/2023,03/08/2023,13,No,20,Finance,CC-001,Alice Johnson,Sarah Mitchell,NO-CONTRACT,Spot,14/07/2023,13/08/2023,Pending,On Hold,No Match,No,No,No,International,63.2
PO-00054,15/10/2024,2024,Q4,October,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,375.64,59,0,0,20,4432.55,22162.76,22162.76,26595.31,GBP,452.81,26715.79,4553.03,17,14/12/2024,14/12/2024,0,Yes,60,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-8033,Long-term,18/10/2023,30/01/2026,Paid,Paid,2-Way Match,No,No,No,International,55.1
PO-00055,31/07/2024,2024,Q3,July,Blanket,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,986.08,28,0,0,20,5522.05,27610.24,27610.24,33132.29,GBP,1096.62,30705.36,3095.12,10.1,29/09/2024,26/09/2024,-3,Yes,57,Procurement,CC-006,Frank Brown,Tom Reynolds,NO-CONTRACT,Spot,31/07/2024,30/08/2024,Pending,Pending,2-Way Match,Yes,No,No,International,75.7
PO-00056,30/10/2022,2022,Q4,October,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,4.56,40,5,9.12,20,34.66,182.4,173.28,207.94,AUD,4.73,189.2,15.92,8.4,14/12/2022,29/12/2022,15,No,60,Operations,CC-003,Maya Hall,Lisa Chen,CON-6295,Spot,14/08/2022,05/05/2024,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-00057,05/11/2024,2024,Q4,November,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-64827,Print Material,Marketing,Print Material,Box,122.76,74,0,0,0,0,9084.24,9084.24,9084.24,EUR,142.58,10550.92,1466.68,13.9,09/12/2024,27/12/2024,18,No,52,IT,CC-002,Leo Walker,Sarah Mitchell,CON-4084,Spot,01/01/2024,29/10/2025,Disputed,Paid,No Match,Yes,No,No,International,44.8
PO-00058,22/06/2022,2022,Q2,June,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,1419.91,113,0,0,20,32089.97,160449.83,160449.83,192539.8,GBP,1500.15,169516.95,9067.12,5.3,15/07/2022,29/07/2022,14,No,37,Finance,CC-001,Karen Clark,Lisa Chen,NO-CONTRACT,Spot,22/06/2022,22/07/2022,Pending,Overdue,2-Way Match,No,No,No,International,55.1
PO-00059,01/06/2023,2023,Q2,June,Blanket,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-31689,Training Material,HR & Training,Training Material,Box,133.34,150,0,0,5,1000.05,20001,20001,21001.05,EUR,145.52,21828,1827,8.4,18/07/2023,16/07/2023,-2,Yes,45,IT,CC-002,Bob Smith,Priya Sharma,CON-6381,Master Supply,23/06/2022,08/12/2024,Overdue,Pending,No Match,Yes,No,No,International,52
PO-00060,12/01/2024,2024,Q1,January,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,20.25,197,0,0,0,0,3989.25,3989.25,3989.25,GBP,19.4,3821.8,-167.45,-4.4,04/02/2024,21/02/2024,17,No,40,Marketing,CC-004,Nathan Young,Lisa Chen,NO-CONTRACT,Spot,12/01/2024,11/02/2024,Pending,Paid,3-Way Match,No,No,No,International,80.5
PO-00061,06/12/2022,2022,Q4,December,Blanket,Disputed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,10792.72,61,15,98753.39,20,111920.51,658355.92,559602.53,671523.04,EUR,11715.86,714667.46,155064.93,21.7,08/01/2023,04/01/2023,-4,Yes,29,Operations,CC-003,Maya Hall,James O'Brien,CON-4178,Spot,24/12/2021,27/01/2024,Disputed,Overdue,3-Way Match,No,No,Yes,Local,75.2
PO-00062,28/11/2022,2022,Q4,November,Blanket,Cancelled,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-31689,Training Material,HR & Training,Training Material,Box,268.25,14,0,0,5,187.78,3755.5,3755.5,3943.28,GBP,307.83,4309.62,554.12,12.9,26/01/2023,25/01/2023,-1,Yes,58,IT,CC-002,Bob Smith,Tom Reynolds,NO-CONTRACT,Spot,28/11/2022,28/12/2022,Disputed,Pending,No Match,No,No,No,International,41.5
PO-00063,12/07/2024,2024,Q3,July,Blanket,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,23.2,129,0,0,5,149.64,2992.8,2992.8,3142.44,GBP,28.97,3737.13,744.33,19.9,18/07/2024,15/07/2024,-3,Yes,3,IT,CC-002,Leo Walker,Priya Sharma,CON-3254,Framework,17/02/2024,12/12/2026,Overdue,Pending,No Match,Yes,No,No,International,75.7
PO-00064,08/02/2022,2022,Q1,February,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,285.65,156,0,0,0,0,44561.4,44561.4,44561.4,GBP,342.36,53408.16,8846.76,16.6,20/02/2022,15/02/2022,-5,Yes,7,Operations,CC-003,Maya Hall,Lisa Chen,CON-2816,Long-term,09/04/2021,07/04/2023,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-00065,24/12/2023,2023,Q4,December,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,25.47,93,0,0,20,473.74,2368.71,2368.71,2842.45,USD,29.17,2712.81,344.1,12.7,30/01/2024,29/01/2024,-1,Yes,36,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-7116,Spot,16/12/2023,13/06/2025,Pending,Overdue,2-Way Match,No,No,No,International,89.1
PO-00066,12/11/2023,2023,Q4,November,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,34.41,45,5,77.42,20,294.21,1548.45,1471.03,1765.24,EUR,38.78,1745.1,274.07,15.7,27/12/2023,23/12/2023,-4,Yes,41,IT,CC-002,Leo Walker,James O'Brien,NO-CONTRACT,Spot,12/11/2023,12/12/2023,Pending,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-00067,26/03/2024,2024,Q1,March,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-39694,Event Mgmt,Marketing,Event Mgmt,EA,1695.79,166,0,0,5,14075.06,281501.14,281501.14,295576.2,GBP,2065.97,342951.02,61449.88,17.9,11/05/2024,08/05/2024,-3,Yes,43,Procurement,CC-006,Frank Brown,James O'Brien,CON-8204,Long-term,05/10/2023,10/10/2024,Paid,On Hold,2-Way Match,No,No,No,International,63.2
PO-00068,19/05/2024,2024,Q2,May,Standard,Cancelled,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,130.5,27,0,0,20,704.7,3523.5,3523.5,4228.2,GBP,110.19,2975.13,-548.37,-18.4,08/07/2024,14/07/2024,6,No,56,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,19/05/2024,18/06/2024,Disputed,On Hold,No Match,No,No,Yes,International,41.6
PO-00069,28/04/2022,2022,Q2,April,Standard,Cancelled,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,8670.12,192,0,0,0,0,1664663.04,1664663.04,1664663.04,EUR,9128.24,1752622.08,87959.04,5,22/06/2022,20/06/2022,-2,Yes,53,Marketing,CC-004,David Lee,Priya Sharma,CON-1530,Master Supply,16/05/2021,15/02/2023,Disputed,On Hold,No Match,Yes,No,No,International,52
PO-00070,25/07/2023,2023,Q3,July,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,1151.17,133,0,0,20,30621.12,153105.61,153105.61,183726.73,USD,1205.37,160314.21,7208.6,4.5,13/09/2023,20/09/2023,7,No,57,HR,CC-005,Emma Wilson,James O'Brien,NO-CONTRACT,Spot,25/07/2023,24/08/2023,Paid,Paid,No Match,No,No,Yes,International,41.4
PO-00071,17/10/2023,2023,Q4,October,Emergency,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,185.54,77,5,714.33,20,2714.45,14286.58,13572.25,16286.7,EUR,219.53,16903.81,3331.56,19.7,02/11/2023,30/10/2023,-3,Yes,13,Marketing,CC-004,David Lee,Tom Reynolds,NO-CONTRACT,Spot,17/10/2023,16/11/2023,Paid,Pending,No Match,No,No,No,Local,67.8
PO-00072,23/09/2022,2022,Q3,September,Emergency,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,598.16,184,0,0,20,22012.29,110061.44,110061.44,132073.73,GBP,559.66,102977.44,-7084,-6.9,03/11/2022,08/11/2022,5,No,46,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-9476,Spot,20/07/2022,03/07/2025,Pending,Pending,2-Way Match,No,No,Yes,International,41.4
PO-00073,26/10/2024,2024,Q4,October,Contract,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,88.25,43,0,0,20,758.95,3794.75,3794.75,4553.7,AUD,94.59,4067.37,272.62,6.7,03/12/2024,30/11/2024,-3,Yes,35,Marketing,CC-004,David Lee,Lisa Chen,NO-CONTRACT,Spot,26/10/2024,25/11/2024,Pending,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-00074,12/11/2022,2022,Q4,November,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,105.83,145,0,0,0,0,15345.35,15345.35,15345.35,AUD,84.77,12291.65,-3053.7,-24.8,05/01/2023,14/01/2023,9,No,63,Operations,CC-003,Maya Hall,Lisa Chen,CON-1496,Long-term,26/12/2021,03/01/2024,Disputed,Paid,2-Way Match,No,No,Yes,International,41.6
PO-00075,02/09/2023,2023,Q3,September,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,1071.49,124,0,0,5,6643.24,132864.76,132864.76,139508,GBP,1242.43,154061.32,21196.56,13.8,22/10/2023,15/11/2023,24,No,74,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,02/09/2023,02/10/2023,Pending,Paid,3-Way Match,No,No,No,Local,67.8
PO-00076,23/05/2023,2023,Q2,May,Standard,Cancelled,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,2.66,108,0,0,0,0,287.28,287.28,287.28,JPY,3.21,346.68,59.4,17.1,13/07/2023,20/07/2023,7,No,58,R&D,CC-008,Henry Martin,Lisa Chen,CON-6055,Long-term,12/05/2023,08/02/2024,Disputed,Pending,No Match,No,No,Yes,Local,75.2
PO-00077,14/04/2022,2022,Q2,April,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-39694,Event Mgmt,Marketing,Event Mgmt,EA,11197.12,28,0,0,5,15675.97,313519.36,313519.36,329195.33,USD,13294.64,372249.92,58730.56,15.8,12/05/2022,07/05/2022,-5,Yes,23,Facilities,CC-009,Isla White,Tom Reynolds,CON-5728,Framework,29/09/2021,26/08/2023,Paid,Overdue,3-Way Match,No,No,Yes,International,41.6
PO-00078,21/09/2022,2022,Q3,September,Contract,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,13.37,94,5,62.84,0,0,1256.78,1193.94,1193.94,GBP,15.49,1456.06,262.12,18,28/09/2022,23/09/2022,-5,Yes,2,Procurement,CC-006,Frank Brown,James O'Brien,CON-3440,Master Supply,07/04/2022,22/06/2024,Paid,Pending,3-Way Match,No,No,No,International,89.1
PO-00079,04/11/2024,2024,Q4,November,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,659.75,5,0,0,20,659.75,3298.75,3298.75,3958.5,GBP,532.49,2662.45,-636.3,-23.9,28/11/2024,26/12/2024,28,No,52,Finance,CC-001,Alice Johnson,Lisa Chen,CON-4728,Framework,11/01/2024,12/11/2025,Pending,Pending,3-Way Match,No,No,No,International,63.2
PO-00080,12/05/2023,2023,Q2,May,Standard,Disputed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,31.33,81,0,0,5,126.89,2537.73,2537.73,2664.62,GBP,36.93,2991.33,453.6,15.2,05/07/2023,04/07/2023,-1,Yes,53,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-9498,Master Supply,29/07/2022,23/12/2023,Disputed,Overdue,3-Way Match,No,No,No,Local,67.8
PO-00081,27/12/2024,2024,Q4,December,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,14.68,64,0,0,5,46.98,939.52,939.52,986.5,AUD,15.73,1006.72,67.2,6.7,20/01/2025,17/01/2025,-3,Yes,21,IT,CC-002,Leo Walker,James O'Brien,NO-CONTRACT,Spot,27/12/2024,26/01/2025,Disputed,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-00082,17/02/2024,2024,Q1,February,Blanket,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,3033.17,74,15,33668.19,0,0,224454.58,190786.39,190786.39,GBP,3335.47,246824.78,56038.39,22.7,09/03/2024,09/03/2024,0,Yes,21,Marketing,CC-004,Nathan Young,Lisa Chen,NO-CONTRACT,Spot,17/02/2024,18/03/2024,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-00083,14/04/2022,2022,Q2,April,Emergency,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,57.87,106,0,0,5,306.71,6134.22,6134.22,6440.93,USD,60.37,6399.22,265,4.1,19/04/2022,18/04/2022,-1,Yes,4,Finance,CC-001,Karen Clark,James O'Brien,CON-4267,Spot,01/11/2021,16/02/2023,Overdue,Pending,2-Way Match,No,No,No,International,63.2
PO-00084,18/03/2022,2022,Q1,March,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,4722.47,10,15,7083.7,5,2007.05,47224.7,40141,42148.05,GBP,5672.78,56727.8,16586.8,29.2,09/05/2022,06/05/2022,-3,Yes,49,HR,CC-005,Emma Wilson,Lisa Chen,CON-6489,Spot,29/07/2021,12/11/2023,Paid,On Hold,3-Way Match,No,No,No,International,55.1
PO-00085,30/01/2023,2023,Q1,January,Blanket,Open,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,431.18,184,0,0,20,15867.42,79337.12,79337.12,95204.54,GBP,473.24,87076.16,7739.04,8.9,19/03/2023,15/03/2023,-4,Yes,44,Finance,CC-001,Karen Clark,James O'Brien,CON-9442,Spot,17/12/2022,29/07/2024,Pending,Pending,2-Way Match,No,No,Yes,International,77.2
PO-00086,19/06/2023,2023,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,2.21,186,0,0,5,20.55,411.06,411.06,431.61,EUR,1.86,345.96,-65.1,-18.8,27/06/2023,27/06/2023,0,Yes,8,Operations,CC-003,Clara Davies,James O'Brien,CON-6095,Framework,27/07/2022,21/11/2023,Paid,On Hold,No Match,Yes,No,No,International,44.8
PO-00087,05/02/2024,2024,Q1,February,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,1262.39,56,5,3534.69,20,13431.83,70693.84,67159.15,80590.98,JPY,1506.78,84379.68,17220.53,20.4,15/02/2024,14/02/2024,-1,Yes,9,Procurement,CC-006,Frank Brown,Sarah Mitchell,CON-2838,Framework,01/05/2023,28/03/2025,Paid,Paid,3-Way Match,No,No,No,International,63.2
PO-00088,25/02/2023,2023,Q1,February,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,161.37,15,0,0,20,484.11,2420.55,2420.55,2904.66,EUR,180.02,2700.3,279.75,10.4,06/04/2023,28/04/2023,22,No,62,IT,CC-002,Leo Walker,Sarah Mitchell,CON-1049,Master Supply,05/05/2022,14/01/2023,Paid,Paid,3-Way Match,Yes,No,No,International,44.8
PO-00089,24/08/2024,2024,Q3,August,Standard,Cancelled,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,32.97,187,0,0,5,308.27,6165.39,6165.39,6473.66,JPY,36.47,6819.89,654.5,9.6,26/09/2024,24/09/2024,-2,Yes,31,Finance,CC-001,Karen Clark,Lisa Chen,NO-CONTRACT,Spot,24/08/2024,23/09/2024,Disputed,On Hold,No Match,No,No,No,International,89.1
PO-00090,02/04/2023,2023,Q2,April,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-65578,Monitor,IT Hardware,Monitor,EA,358.35,185,0,0,20,13258.95,66294.75,66294.75,79553.7,GBP,396.78,73404.3,7109.55,9.7,06/05/2023,03/05/2023,-3,Yes,31,HR,CC-005,Olivia King,Sarah Mitchell,NO-CONTRACT,Spot,02/04/2023,02/05/2023,Pending,On Hold,2-Way Match,No,No,No,International,41.5
PO-00091,18/05/2022,2022,Q2,May,Standard,Cancelled,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,1106.43,13,0,0,0,0,14383.59,14383.59,14383.59,GBP,1230.93,16002.09,1618.5,10.1,05/06/2022,31/05/2022,-5,Yes,13,HR,CC-005,Emma Wilson,Tom Reynolds,CON-6224,Spot,17/01/2022,21/05/2023,Disputed,On Hold,No Match,No,No,Yes,Local,75.2
PO-00092,25/12/2022,2022,Q4,December,Emergency,Cancelled,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,237.51,89,10,2113.84,20,3804.91,21138.39,19024.55,22829.46,EUR,263.08,23414.12,4389.57,18.7,12/02/2023,10/02/2023,-2,Yes,47,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-8758,Master Supply,01/09/2022,01/01/2024,Pending,Pending,No Match,No,Yes,No,International,89.1
PO-00093,03/05/2024,2024,Q2,May,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,1870.98,85,0,0,5,7951.66,159033.3,159033.3,166984.96,GBP,1438.79,122297.15,-36736.15,-30,23/06/2024,19/06/2024,-4,Yes,47,Finance,CC-001,Karen Clark,Lisa Chen,CON-2192,Master Supply,08/07/2023,14/01/2026,Overdue,Pending,No Match,No,No,No,International,55.1
PO-00094,01/02/2022,2022,Q1,February,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,2786.1,179,0,0,0,0,498711.9,498711.9,498711.9,GBP,3095.99,554182.21,55470.31,10,26/02/2022,23/02/2022,-3,Yes,22,Finance,CC-001,Karen Clark,Priya Sharma,NO-CONTRACT,Spot,01/02/2022,03/03/2022,Overdue,Paid,2-Way Match,No,No,Yes,International,52.3
PO-00095,18/10/2023,2023,Q4,October,Contract,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,23.66,57,0,0,0,0,1348.62,1348.62,1348.62,JPY,18.52,1055.64,-292.98,-27.8,29/11/2023,29/11/2023,0,Yes,42,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,18/10/2023,17/11/2023,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-00096,27/09/2024,2024,Q3,September,Contract,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,300.94,91,0,0,20,5477.11,27385.54,27385.54,32862.65,GBP,344.79,31375.89,3990.35,12.7,05/11/2024,05/11/2024,0,Yes,39,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-1794,Framework,29/02/2024,14/01/2025,Pending,Pending,2-Way Match,No,No,No,International,52
PO-00097,16/09/2024,2024,Q3,September,Emergency,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,7964.79,4,0,0,20,6371.83,31859.16,31859.16,38230.99,AUD,8627.38,34509.52,2650.36,7.7,22/09/2024,19/10/2024,27,No,33,Legal,CC-007,Grace Taylor,Tom Reynolds,NO-CONTRACT,Spot,16/09/2024,16/10/2024,Paid,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-00098,02/07/2023,2023,Q3,July,Blanket,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,56.72,63,15,536,0,0,3573.36,3037.36,3037.36,USD,61.77,3891.51,854.15,21.9,12/07/2023,12/07/2023,0,Yes,10,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-7179,Long-term,04/06/2023,13/09/2025,Paid,Paid,2-Way Match,No,No,Yes,International,41.4
PO-00099,15/07/2022,2022,Q3,July,Blanket,Cancelled,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,774.84,178,10,13792.15,5,6206.47,137921.52,124129.37,130335.84,JPY,838.65,149279.7,25150.33,16.8,01/09/2022,29/08/2022,-3,Yes,45,Finance,CC-001,Karen Clark,Sarah Mitchell,NO-CONTRACT,Spot,15/07/2022,14/08/2022,Pending,Pending,No Match,No,No,No,International,75.7
PO-00100,07/06/2022,2022,Q2,June,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,160.16,100,0,0,20,3203.2,16016,16016,19219.2,USD,175.58,17558,1542,8.8,20/06/2022,20/06/2022,0,Yes,13,IT,CC-002,Leo Walker,Priya Sharma,NO-CONTRACT,Spot,07/06/2022,07/07/2022,Overdue,Paid,No Match,No,No,Yes,International,41.6
